jid,nid,last_name,first_name,middle_name,suffix,birth_month,birth_day,birth_year,birth_city,birth_state,gender,race_or_ethnicity,court_type
1929,1386546,Pratt,George,Cheney, ,,,1928,Corning,NY,Male,White,U.S. District Court
1930,1386551,Pratt,John,Helm, ,11,17,1910,Portsmouth,NH,Male,White,U.S. District Court
1931,1386556,Pratt,Philip, , ,7,14,1924,Pontiac,MI,Male,White,U.S. District Court
2744,1390556,Pratt,Robert,W., ,,,1947,Emmetsburg,IA,Male,White,U.S. District Court
3282,1393246,Pratt,Tanya,Walton, ,,,1959,Indianapolis,IN,Female,African American,U.S. District Court
3061,1392141,Pratter,Gene,E.K., ,,,1949,Chicago,IL,Female,White,U.S. District Court
1932,1386561,Pray,Charles,Nelson, ,4,6,1868,Potsdam,NY,Male,White,U.S. District Court
1933,1386566,Pregerson,Dean,D., ,,,1951,Los Angeles,CA,Male,White,U.S. District Court
1934,1386571,Pregerson,Harry, , ,10,13,1923,Los Angeles,CA,Male,White,U.S. District Court
1935,1386576,Prentiss,Samuel, , ,3,31,1782,Stonington,CT,Male,White,U.S. District Court
1936,1386581,Preska,Loretta,A., ,,,1949,Albany,NY,Female,White,U.S. District Court
2878,1391226,Presnell,Gregory,A., ,,,1942,Tampa,FL,Male,White,U.S. District Court
1937,1386586,Prettyman,Elijah,Barrett, ,8,23,1891,Lexington,VA,Male,White,U.S. Court of Appeals
1938,1386591,Preyer,Lunsford,Richardson, ,1,11,1919,Greensboro,NC,Male,White,U.S. District Court
1939,1386596,Price,Edward,Dean, ,2,12,1919,Sanger,CA,Male,White,U.S. District Court
1940,1386601,Priest,Henry,Samuel, ,2,7,1853,Ralls County,MO,Male,White,U.S. District Court
1941,1386606,Pritchard,Jeter,Connelly, ,7,12,1857,Jonesboro,TN,Male,White,U.S. District Court
1942,1386611,Pro,Philip,Martin, ,,,1946,Richmond,CA,Male,White,U.S. District Court
1943,1386616,Proctor,James,McPherson, ,9,4,1882,Washington,DC,Male,White,U.S. District Court
3025,1391961,Proctor,R.,David, ,,,1960,Atlanta,GA,Male,White,U.S. District Court
1944,1386621,Propst,Robert,Bruce, ,7,13,1931,Onatchee,AL,Male,White,U.S. District Court
2892,1391296,Prost,Sharon, , ,,,1951,Newburyport,MA,Female,White,U.S. Court of Appeals
3560,1394631,Pryor,Jill,Anne, ,,,1963,Harrisburg,PA,Female,White,U.S. Court of Appeals
3050,1392086,Pryor,William,Holcombe,Jr.,,,1962,Mobile,AL,Male,White,U.S. Court of Appeals
6840711,6840711,Pulliam,Jason,Kenneth,,,,1971,Brooklyn,NY,Male,African American,U.S. District Court
1945,1386626,Purdy,Milton,Dwight, ,11,3,1866,Mogadore,OH,Male,White,U.S. District Court
1946,1386631,Purnell,Thomas,Richard, ,11,11,1847,Wilmington,NC,Male,White,U.S. District Court
1947,1386636,Putnam,Richard,Johnson, ,9,27,1913,Abbeville,LA,Male,White,U.S. District Court
1948,1386641,Putnam,William,LeBaron, ,5,26,1835,Bath,ME,Male,White,U.S. Circuit Court (1869-1911)
1949,1386646,Quackenbush,Justin,Lowe, ,,,1929,Spokane,WA,Male,White,U.S. District Court
1950,1386651,Quarles,Joseph,Very, ,12,16,1843,Kenosha,WI,Male,White,U.S. District Court
2982,1391746,Quarles,William,D.,Jr.,,,1948,Baltimore,MD,Male,African American,U.S. District Court
4263096,4263096,Quattlebaum,A.,Marvin,Jr.,,,1964,Durham,NC,Male,White,U.S. District Court
3480,1394231,Qui?ones Alejandro,Nitza,Ileana, ,,,1951,Hato Rey,Puerto Rico,Female,Hispanic,U.S. District Court
1951,1386656,Quist,Gordon,Jay, ,,,1937,Grand Rapids,MI,Male,White,U.S. District Court
2697,1390336,Rabinovitz,David, , ,5,22,1908,Sheyboygan,WI,Male,White,U.S. District Court
1952,1386661,Rader,Randall,Ray, ,,,1949,Hastings,NE,Male,White,U.S. Court of Appeals
1953,1386666,Rafeedie,Edward, , ,1,6,1929,Orange,NJ,Male,White,U.S. District Court
1954,1386671,Raggi,Reena, , ,,,1951,Jersey City,NJ,Female,White,U.S. District Court
1955,1386676,Ragon,Heartsill, , ,3,20,1885,Dublin,AR,Male,White,U.S. District Court
1956,1386681,Rainey,John,David, ,,,1945,Freeport,TX,Male,White,U.S. District Court
1957,1386686,Rakoff,Jed,Saul, ,,,1943,Philadelphia,PA,Male,White,U.S. District Court
1958,1386691,Rambo,Sylvia,H., ,,,1936,Royersford,PA,Female,White,U.S. District Court
1959,1386696,Ramirez,Raul,Anthony, ,,,1944,Los Angeles,CA,Male,Hispanic,U.S. District Court
3405,1393861,Ramos,Edgardo, , ,,,1960,Ponce,Puerto Rico,Male,Hispanic,U.S. District Court
3383,1393751,Ramos,Nelva,Gonzales, ,,,1965,Port Lavaca,TX,Female,Hispanic,U.S. District Court
1960,1386701,Ramsey,Norman,Park, ,9,1,1922,Fairchance,PA,Male,White,U.S. District Court
1961,1386706,Randa,Rudolph,Thomas, ,7,25,1940,Milwaukee,WI,Male,White,U.S. District Court
1962,1386711,Randall,Archibald, , ,5,24,1797,Philadelphia,PA,Male,White,U.S. District Court
1964,1386721,Randolph,Arthur,Raymond, ,,,1943,Riverside,NJ,Male,White,U.S. Court of Appeals
1965,1386726,Randolph,Peter, , ,,,1779,Nottoway County,VA,Male,White,U.S. District Court
6731086,6731086,Ranjan,J.,Nicholas,,,,1978,Lancaster,OH,Male,Asian American,U.S. District Court
6135386,6135386,Rao,Neomi,Jehangir,,,,1973,Detroit,MI,Female,Asian American,U.S. Court of Appeals
3211,1392891,Rao,Paul,Peter, ,6,15,1899,Prizzi,Italy,Male,White,Other
1967,1386731,Rasch,Carl,L., ,5,8,1866,Schleswig-Holstein,Germany,Male,White,U.S. District Court
2767,1390671,Rawlinson,Johnnie,B., ,,,1952,Concord,NC,Female,African American,U.S. District Court
1968,1386736,Ray,George,Washington, ,2,3,1844,Otselic,NY,Male,White,U.S. District Court
5373556,5373556,Ray,William,McCrary,II,,,1963,Macon,GA,Male,White,U.S. District Court
3538,1394521,Rayes,Douglas,Leroy, ,,,1952,Globe,AZ,Male,White,U.S. District Court
1969,1386741,Rayfiel,Leo,Frederick, ,3,22,1888,New York,NY,Male,White,U.S. District Court
1970,1386746,Raymond,Fred,Morton, ,3,22,1876,Berlin,MI,Male,White,U.S. District Court
3212,1392896,Re,Edward,Domenic, ,10,14,1920,Santa Marina Salina,Italy,Male,White,Other
1972,1386751,Rea,William,J., ,2,21,1920,Los Angeles,CA,Male,White,U.S. District Court
2968,1391676,Reade,Linda,R., ,,,1948,Sioux Falls,SD,Female,White,U.S. District Court
6103361,6103361,Readler,Chad,Andrew,,,,1972,Pontiac,MI,Male,White,U.S. Court of Appeals
2886,1391266,Reagan,Michael,Joseph, ,,,1954,Albuquerque,NM,Male,White,U.S. District Court
1973,1386756,Real,Manuel,Lawrence, ,1,27,1924,San Pedro,CA,Male,Hispanic,U.S. District Court
1974,1386761,Reasoner,Stephen,M., ,5,7,1944,Houston,TX,Male,White,U.S. District Court
1975,1386766,Reavley,Thomas,Morrow, ,,,1921,Quitman,TX,Male,White,U.S. Court of Appeals
1976,1386771,Rector,John,B., ,11,24,1837,Jackson County,AL,Male,White,U.S. District Court
1977,1386776,Redden,James,Anthony, ,,,1929,Springfield,MA,Male,White,U.S. District Court
1978,1386781,Reed,Edward,Cornelius,Jr.,7,8,1924,Mason,NV,Male,White,U.S. District Court
1979,1386786,Reed,Henry,Thomas, ,10,1,1846,Alburgh,VT,Male,White,U.S. District Court
1980,1386791,Reed,James,Hay, ,9,10,1853,Allegheny,PA,Male,White,U.S. District Court
1981,1386796,Reed,John,Alton,Jr.,6,29,1931,Washington,DC,Male,White,U.S. District Court
1982,1386801,Reed,Lowell,A.,Jr.,,,1930,Westchester,PA,Male,White,U.S. District Court
1983,1386806,Reed,Scott,Elgin, ,7,3,1921,Lexington,KY,Male,White,U.S. District Court
1984,1386811,Reed,Stanley,Forman, ,12,31,1884,Minerva,KY,Male,White,Supreme Court
1985,1386816,Reeves,Albert,L., ,12,21,1873,Steelville,MO,Male,White,U.S. District Court
3346,1393566,Reeves,Carlton,Wayne, ,,,1964,Fort Hood,TX,Male,African American,U.S. District Court
2907,1391371,Reeves,Danny,C., ,,,1957,Corbin,KY,Male,White,U.S. District Court
3508,1394371,Reeves,Pamela,Lynn, ,,,1954,Marion,VA,Female,White,U.S. District Court
1986,1386821,Regan,John,Keating, ,3,26,1911,St. Louis,MO,Male,White,U.S. District Court
1987,1386826,Register,George,Scott, ,11,27,1901,Bismark,ND,Male,White,U.S. District Court
1988,1386831,Rehnquist,William,Hubbs, ,10,1,1924,Milwaukee,WI,Male,White,Supreme Court
3157,1392621,Reidinger,Martin,Karl, ,,,1958,New Haven,CT,Male,White,U.S. District Court
6841731,6841731,Reif,Timothy,Mark,,,,1959,New York,NY,Male,White,Other
1989,1386836,Reinhard,Philip,Godfrey, ,,,1941,LaSalle,IL,Male,White,U.S. District Court
1990,1386841,Reinhardt,Stephen,Roy, ,3,27,1931,New York,NY,Male,White,U.S. Court of Appeals
3226,1392966,Reiss,Christina,Clair, ,,,1962,Denver,CO,Female,White,U.S. District Court
1991,1386846,Rellstab,John, , ,9,19,1858,Trenton,NJ,Male,White,U.S. District Court
1992,1386851,Rendell,Marjorie,O., ,,,1947,Wilmington,DE,Female,White,U.S. District Court
1993,1386856,Renfrew,Charles,Byron, ,10,31,1928,Detroit,MI,Male,White,U.S. District Court
1994,1386861,Renner,Robert,George, ,4,2,1923,Nevis,MN,Male,White,U.S. District Court
3213,1392901,Restani,Jane,A., ,,,1948,San Francisco,CA,Female,White,Other
3482,1394241,Restrepo,Luis,Felipe, ,,,1959,Medellin,Colombia,Male,Hispanic,U.S. District Court
1996,1386866,Revercomb,George,Hughes, ,6,3,1929,Charleston,WV,Male,White,U.S. District Court
3366,1393666,Reyna,Jimmie,V., ,,,1952,Tucumcari,NM,Male,Hispanic,U.S. Court of Appeals
1997,1386871,Reynolds,John,W., ,4,4,1921,Green Bay,WI,Male,White,U.S. District Court
1998,1386876,Rhoades,John,Skylstead,Sr.,3,18,1925,Havre,MT,Male,White,U.S. District Court
1999,1386881,Rice,Ben,Herbert,Jr.,12,12,1889,Marlin,TX,Male,White,U.S. District Court
2000,1386886,Rice,Eugene, , ,2,21,1891,Union City,TN,Male,White,U.S. District Court
3415,1393911,Rice,Thomas,Owen, ,,,1960,Spokane,WA,Male,White,U.S. District Court
2001,1386891,Rice,Walter,Herbert, ,,,1937,Pittsburgh,PA,Male,White,U.S. District Court
2002,1386896,Rich,Giles,Sutherland, ,5,30,1904,Rochester,NY,Male,White,Other
2003,1386901,Richards,John,Kelvey, ,3,15,1856,Ironton,OH,Male,White,U.S. Circuit Court (1869-1911)
5374576,5374576,Richardson,Eli,Jeremy,,,,1967,Summit,NJ,Male,White,U.S. District Court
5090921,5090921,Richardson,Julius,Ness,,,,1976,Columbia,SC,Male,White,U.S. Court of Appeals
3214,1392906,Richardson,Scovel, , ,2,4,1912,Nashville,TN,Male,African American,Other
3277,1393221,Richardson,William,Adams, ,11,2,1821,Tyngsboro,MA,Male,White,Other
2004,1386906,Richey,Charles,Robert, ,10,16,1923,Logan County,OH,Male,White,U.S. District Court
2005,1386911,Richey,Mary,Anne, ,10,24,1917,Shelbyville,IN,Female,White,U.S. District Court
2006,1386916,Ricks,Augustus,J., ,2,10,1843,Brookfield,OH,Male,White,U.S. District Court
2007,1386921,Riddick,Walter,Garrett, ,9,13,1883,Gainesville,AR,Male,White,U.S. Court of Appeals
2008,1386926,Ridge,Albert,Alphonso, ,10,31,1898,Nevada,MO,Male,White,U.S. District Court
3215,1392911,Ridgway,Delissa,Anne, ,,,1955,Kirksville,MO,Female,White,Other
2009,1386931,Rifkind,Simon,Hirsch, ,6,5,1901,Meretz,Russia,Male,White,U.S. District Court
7545461,7545461,Riggs,Kea,Whetzal,,,,1965,Midwest City,OK,Female,White,U.S. District Court
2010,1386936,Riley,Paul,E., ,4,24,1942,Alton,IL,Male,White,U.S. District Court
2011,1386941,Riley,William,F., ,3,20,1884,Ainsworth,IA,Male,White,U.S. District Court
2891,1391291,Riley,William,Jay, ,,,1947,Lincoln,NE,Male,White,U.S. Court of Appeals
2012,1386946,Riner,John,Alden, ,10,12,1850,Preble County,OH,Male,White,U.S. District Court
2013,1386951,Ringo,Daniel, , ,10,27,1803,Cross Plains,KY,Male,White,U.S. District Court
2014,1386956,Rippey,Harlan,Watson, ,9,8,1874,Griegsville,NY,Male,White,U.S. District Court
2015,1386961,Ripple,Kenneth,Francis, ,,,1943,Pittsburgh,PA,Male,White,U.S. Court of Appeals
2016,1386966,Ritter,Halsted,Lockwood, ,7,14,1868,Indianapolis,IN,Male,White,U.S. District Court
2017,1386971,Ritter,Willis,William, ,1,24,1899,Salt Lake City,UT,Male,White,U.S. District Court
2018,1386976,Rives,Alexander, , ,6,17,1806,Oakridge,VA,Male,White,U.S. District Court
2019,1386981,Rives,Richard,Taylor, ,1,15,1895,Montgomery,AL,Male,White,U.S. Court of Appeals
2020,1386986,Rizley,Ross, , ,7,5,1892,Beaver County,OK,Male,White,U.S. District Court
3065,1392161,Robart,James,L., ,,,1947,Seattle,WA,Male,White,U.S. District Court
2021,1386991,Robb,Charles,Henry, ,11,14,1867,Guilford,VT,Male,White,U.S. Court of Appeals
2022,1386996,Robb,Roger, , ,7,7,1907,Bellows Falls,VT,Male,White,U.S. Court of Appeals
2711,1390401,Roberts,Floyd,H., ,3,29,1879,Bristol,VA,Male,White,U.S. District Court
2023,1387001,Roberts,Jack, , ,2,18,1910,Sweetwater,TX,Male,White,U.S. District Court
3001,1391841,Roberts,John,Glover,Jr.,,,1955,Buffalo,NY,Male,White,U.S. Court of Appeals
2024,1387006,Roberts,Owen,Josephus, ,5,2,1875,Philadelphia,PA,Male,White,Supreme Court
2777,1390721,Roberts,Richard,W., ,,,1953,New York,NY,Male,African American,U.S. District Court
2025,1387011,Roberts,Ross,Thompson, ,11,28,1938,Joplin,MO,Male,White,U.S. District Court
2776,1390716,Roberts,Victoria,A., ,,,1951,Detroit,MI,Female,African American,U.S. District Court
2026,1387016,Robertson,James, , ,5,18,1938,Cleveland,OH,Male,White,U.S. District Court
2027,1387021,Robertson,Thomas,Bolling, ,2,27,1779,Petersburg,VA,Male,White,U.S. District Court
2028,1387026,Robinson,Aubrey,Eugene,Jr.,3,30,1922,Madison,NJ,Male,African American,U.S. District Court
2908,1391376,Robinson,Julie,A., ,,,1957,Omaha,NE,Female,African American,U.S. District Court
2029,1387031,Robinson,Mary,Lou, ,8,25,1926,Dodge City,KS,Female,White,U.S. District Court
2030,1387036,Robinson,Richard,Earl, ,2,3,1903,Omaha,NE,Male,White,U.S. District Court
2031,1387041,Robinson,Spottswood,William,III,7,26,1916,Richmond,VA,Male,African American,U.S. District Court
3028,1391976,Robinson,Stephen,C., ,,,1957,Brooklyn,NY,Male,African American,U.S. District Court
2032,1387046,Robinson,Sue,Lewis, ,,,1952,Mount Carmel,IL,Female,White,U.S. District Court
2033,1387051,Robreno,Eduardo,C., ,,,1945,Havana,Cuba,Male,Hispanic,U.S. District Court
2034,1387056,Robson,Edwin,Albert, ,4,16,1905,Chicago,IL,Male,White,U.S. District Court
2035,1387061,Roche,Michael,Joseph, ,7,22,1878,County Waterford,Ireland,Male,White,U.S. District Court
3043,1392051,Rodgers,Margaret,Catharine, ,,,1964,Pensacola,FL,Female,White,U.S. District Court
2036,1387066,Rodney,Richard,Seymour, ,10,10,1882,New Castle,DE,Male,White,U.S. District Court
4733056,4733056,Rodriguez,Fernando,,Jr.,,,1969,Harlingen,TX,Male,Hispanic,U.S. District Court
2037,1387071,Rodriguez,Joseph,H., ,,,1930,Camden,NJ,Male,Hispanic,U.S. District Court
3020,1391936,Rodriguez,Xavier, , ,,,1961,San Antonio,TX,Male,Hispanic,U.S. District Court
2038,1387076,Roettger,Norman,Charles,Jr.,11,3,1930,Lucasville,OH,Male,White,U.S. District Court
2039,1387081,Rogers,Henry,Wade, ,10,10,1853,Holland Patent,NY,Male,White,U.S. Court of Appeals
2040,1387086,Rogers,John,Henry, ,10,9,1845,Roxobel,NC,Male,White,U.S. District Court
2962,1391646,Rogers,John,M., ,,,1948,Rochester,NY,Male,White,U.S. Court of Appeals
2041,1387091,Rogers,Judith,Ann Wilson, ,,,1939,New York,NY,Female,African American,U.S. Court of Appeals
2042,1387096,Rogers,Richard,Dean, ,12,29,1921,Oberlin,KS,Male,White,U.S. District Court
2043,1387101,Rogers,Waldo,Henry, ,5,17,1908,Las Vegas,NM,Male,White,U.S. District Court
3404,1393856,Rogers,Yvonne,Gonzalez, ,,,1965,Houston,TX,Female,Hispanic,U.S. District Court
2044,1387106,Roll,John,McCarthy, ,2,8,1947,Pittsburgh,PA,Male,White,U.S. District Court
3473,1394196,Rom˜n,Nelson,Stephen, ,,,1960,New York,NY,Male,Hispanic,U.S. District Court
2045,1387111,Roney,Paul,Hitch, ,9,5,1921,Olney,IL,Male,White,U.S. Court of Appeals
2046,1387116,Rose,John,Carter, ,4,27,1861,Baltimore,MD,Male,White,U.S. District Court
3442,1394041,Rose,Stephanie,Marie, ,,,1972,Topeka,KS,Female,White,U.S. District Court
2935,1391511,Rose,Thomas,M., ,,,1948,Circleville,OH,Male,White,U.S. District Court
2047,1387121,Rosen,Gerald,Ellis, ,,,1951,Chandler,AZ,Male,White,U.S. District Court
2048,1387126,Rosen,James, , ,10,23,1909,Brooklyn,NY,Male,White,U.S. Court of Appeals
2049,1387131,Rosenbaum,James,Michael, ,,,1944,Fort Snelling,MN,Male,White,U.S. District Court
3437,1394016,Rosenbaum,Robin,Stacie, ,,,1966,Chapel Hill,NC,Female,White,U.S. District Court
2050,1387136,Rosenberg,Louis, , ,7,5,1898,Beaver Falls,PA,Male,White,U.S. District Court
3557,1394616,Rosenberg,Robin,Lee, ,,,1962,West Palm Beach,FL,Female,White,U.S. District Court
2051,1387141,Rosenblatt,Paul,Gerhardt, ,4,4,1928,Prescott,AZ,Male,White,U.S. District Court
2052,1387146,Rosenn,Max, , ,2,4,1910,Plains,PA,Male,White,U.S. Court of Appeals
3216,1392916,Rosenstein,Samuel,Murray, ,6,7,1909,Frankfort,KY,Male,White,Other
3533,1394496,Rosenstengel,Nancy,Jo, ,,,1968,Alton,IL,Female,White,U.S. District Court
2054,1387151,Rosenthal,Lee,Hyman, ,,,1952,Richmond,IN,Female,White,U.S. District Court
2055,1387156,Rosling,George, , ,12,22,1900,New York,NY,Male,White,U.S. District Court
2056,1387161,Ross,Allyne,R., ,,,1946,New York,NY,Female,White,U.S. District Court
2057,1387166,Ross,Donald,Roe, ,6,8,1922,Orleans,NE,Male,White,U.S. Court of Appeals
3565,1394656,Ross,Eleanor,Louise, ,,,1967,Washington,DC,Female,African American,U.S. District Court
2058,1387171,Ross,Erskine,Mayo, ,6,30,1845,Culpeper County,VA,Male,White,U.S. District Court
3385,1393761,Ross,John,Andrew, ,,,1954,St. Louis,MO,Male,White,U.S. District Court
2059,1387176,Ross,John,Rolly, ,3,1,1899,Boston,MA,Male,White,U.S. District Court
2060,1387181,Ross,John,William, ,3,9,1878,Hardin County,TN,Male,White,U.S. District Court
2061,1387186,Rossell,William, , ,10,25,1760,Mount Holly,NJ,Male,White,U.S. District Court
3607,1394866,Rossiter,Robert,F.,Jr.,,,1956,Camp Lejeune,NC,Male,White,U.S. District Court
2062,1387191,Roszkowski,Stanley,Julian, ,1,23,1923,Booneville,NY,Male,White,U.S. District Court
2063,1387196,Roth,Jane,Richards, ,,,1935,Philadelphia,PA,Female,White,U.S. District Court
2064,1387201,Roth,Stephen,John, ,4,21,1908, ,Hungary,Male,White,U.S. District Court
2065,1387206,Rothstein,Barbara,Jacobs, ,,,1939,Brooklyn,NY,Female,White,U.S. District Court
2066,1387211,Rovner,Ilana,Kara Diamond, ,,,1938,Riga,Latvia,Female,White,U.S. District Court
6840191,6840191,Rowland,Mary,Margaret,,,,1961,Akron,OH,Female,White,U.S. District Court
2067,1387216,Roy,Elsijane,Trimble, ,4,2,1916,Lonoke,AR,Female,White,U.S. District Court
2913,1391401,Royal,C.,Ashley, ,,,1949,Augusta,GA,Male,White,U.S. District Court
2068,1387221,Rubin,Alvin,Benjamin, ,3,13,1920,Alexandria,LA,Male,White,U.S. District Court
2069,1387226,Rubin,Carl,Bernard, ,3,27,1920,Cincinnati,OH,Male,White,U.S. District Court
2070,1387231,Rudkin,Frank,H., ,4,23,1864,Vernon,OH,Male,White,U.S. District Court
7330446,7330446,Rudofsky,Lee,Philip,,,,1979,New York,NY,Male,White,U.S. District Court
2936,1391516,Rufe,Cynthia,M., ,,,1948,Philadelphia,PA,Female,White,U.S. District Court
6384996,6384996,Ruiz,Rodolfo,Armando,II,,,1979,Miami,FL,Male,Hispanic,U.S. District Court
2071,1387236,Runyon,William,Nelson, ,3,5,1871,Plainfield,NJ,Male,White,U.S. District Court
6098356,6098356,Rushing,Allison,Jones,,,,1982,Hendersonville,NC,Female,White,U.S. Court of Appeals
2072,1387241,Russell,Dan,Monroe,Jr.,3,15,1913,Magee,MS,Male,White,U.S. District Court
2073,1387246,Russell,David,Lynn, ,,,1942,Sapulpa,OK,Male,White,U.S. District Court
2074,1387251,Russell,Donald,Stuart, ,2,22,1906,Lafayette Springs,MS,Male,White,U.S. District Court
3429,1393981,Russell,George,Levi,III,,,1965,Baltimore,MD,Male,African American,U.S. District Court
2075,1387256,Russell,Gordon,James, ,12,22,1859,Huntsville,AL,Male,White,U.S. District Court
2076,1387261,Russell,Robert,Lee, ,8,19,1900,Winder,GA,Male,White,U.S. District Court
2077,1387266,Russell,Thomas,B., ,,,1945,Louisville,KY,Male,White,U.S. District Court
2078,1387271,Rutledge,John, , ,9,18,1739,Charleston,SC,Male,White,Supreme Court
2079,1387276,Rutledge,Wiley,Blount, ,7,20,1894,Cloverport,KY,Male,White,U.S. Court of Appeals
2080,1387281,Ryan,Harold,Lyman, ,6,17,1923,Weiser,ID,Male,White,U.S. District Court
2081,1387286,Ryan,James,Leo, ,,,1932,Detroit,MI,Male,White,U.S. Court of Appeals
2082,1387291,Ryan,Sylvester,J., ,9,10,1896,New York,NY,Male,White,U.S. District Court
2083,1387296,Rymer,Pamela,Ann, ,1,6,1941,Knoxville,TN,Female,White,U.S. District Court
2084,1387301,Ryskamp,Kenneth,L., ,8,10,1932,Grand Rapids,MI,Male,White,U.S. District Court
2085,1387306,Sabin,Chauncey,Brewer, ,8,6,1824,Oneonta,NY,Male,White,U.S. District Court
2086,1387311,Sabin,George,Myron, ,8,,1833,,OH,Male,White,U.S. District Court
3035,1392011,Sabraw,Dana,Makoto, ,,,1958,San Rafael,CA,Male,Asian American,U.S. District Court
2087,1387316,Sachs,Howard,Frederic, ,,,1925,Kansas City,MO,Male,White,U.S. District Court
2774,1390706,Sack,Robert,David, ,,,1939,Philadelphia,PA,Male,White,U.S. Court of Appeals
2088,1387321,Saffels,Dale,Emerson, ,8,13,1921,Moline,KS,Male,White,U.S. District Court
2089,1387326,Sage,George,Read, ,8,24,1828,Erie,PA,Male,White,U.S. District Court
3377,1393721,Salas,Esther, , ,,,1968,Los Angeles,CA,Female,Hispanic,U.S. District Court
3354,1393606,Salda?a,Diana, , ,,,1971,Carrizo Springs,TX,Female,Hispanic,U.S. District Court
2090,1387331,Sam,David, , ,,,1933,Hobart,IN,Male,White,U.S. District Court
2091,1387336,Sames,Albert,Morris, ,2,9,1873,Rockford,IL,Male,White,U.S. District Court
3158,1392626,Sammartino,Janis,Lynn, ,,,1950,Philadelphia,PA,Female,White,U.S. District Court
2092,1387341,Sanborn,Arthur,Loomis, ,11,17,1850,Brasner Falls,NY,Male,White,U.S. District Court
2093,1387346,Sanborn,John,Benjamin, ,11,9,1883,St. Paul,MN,Male,White,U.S. District Court
2094,1387351,Sanborn,Walter,Henry, ,10,19,1845,Epsom,NH,Male,White,U.S. Circuit Court (1869-1911)
3068,1392176,S˜nchez,Juan,Ramon, ,,,1955,Vega Baja,Puerto Rico,Male,Hispanic,U.S. District Court
2095,1387356,Sand,Leonard,Burke, ,5,24,1928,New York,NY,Male,White,U.S. District Court
2096,1387361,Sanders,Harold,Barefoot,Jr.,2,5,1925,Dallas,TX,Male,White,U.S. District Court
3091,1392291,Sandoval,Brian,Edward, ,,,1963,Redding,CA,Male,Hispanic,U.S. District Court
2097,1387366,Sands,Willie,Louis, ,,,1949,Bradley,GA,Male,African American,U.S. District Court
2098,1387371,Sanford,Edward,Terry, ,7,23,1865,Knoxville,TN,Male,White,U.S. District Court
3567,1394666,Sannes,Brenda,Kay, ,,,1958,Billings,MT,Female,White,U.S. District Court
2099,1387376,Sargus,Edmund,A.,Jr.,,,1953,Wheeling,WV,Male,White,U.S. District Court
2100,1387381,Saris,Patti,B., ,,,1951,Boston,MA,Female,White,U.S. District Court
2101,1387386,Sarokin,H.,Lee, ,,,1928,Perth Amboy,NJ,Male,White,U.S. District Court
2102,1387391,Sater,John,Elbert, ,1,16,1854,New Haven,OH,Male,White,U.S. District Court
2103,1387396,Saunders,Eugene,Davis, ,7,25,1853,Campbell County,VA,Male,White,U.S. District Court
2104,1387401,Savage,Royce,H., ,3,31,1904,Blanco,OK,Male,White,U.S. District Court
2947,1391571,Savage,Timothy,J., ,,,1946,Philadelphia,PA,Male,White,U.S. District Court
2105,1387406,Sawtelle,William,Henry, ,8,27,1868,Tuscumbia,AL,Male,White,U.S. District Court
2106,1387411,Sawyer,Lorenzo, , ,5,23,1820,Jefferson County,NY,Male,White,U.S. Circuit Court (1869-1911)
3055,1392111,Saylor,F.,Dennis,IV,,,1955,Royal Oak,MI,Male,White,U.S. District Court
2107,1387416,Scalera,Ralph,Francis, ,6,28,1930,Midland,PA,Male,White,U.S. District Court
2108,1387421,Scalia,Antonin, , ,3,11,1936,Trenton,NJ,Male,White,U.S. Court of Appeals
3258,1393126,Scarburgh,George,Parker, ,2,11,1807,Accomack County,VA,Male,White,Other
2109,1387426,Scarlett,Francis,Muir, ,6,9,1891,Brunswick,GA,Male,White,U.S. District Court
2110,1387431,Schall,Alvin,Anthony, ,,,1944,New York,NY,Male,White,U.S. Court of Appeals
2111,1387436,Schatz,Albert,Gerard, ,8,4,1921,Omaha,NE,Male,White,U.S. District Court
2112,1387441,Scheindlin,Shira,A., ,,,1946,Washington,DC,Female,White,U.S. District Court
2113,1387446,Schell,Richard,A., ,,,1950,Dallas,TX,Male,White,U.S. District Court
3071,1392191,Schiavelli,George,P., ,6,15,1948,Miami Beach,FL,Male,White,U.S. District Court
2868,1391176,Schiller,Berle,M., ,,,1944,Brooklyn,NY,Male,White,U.S. District Court
3109,1392381,Schiltz,Patrick,Joseph, ,,,1960,Duluth,MN,Male,White,U.S. District Court
2114,1387451,Schlesinger,Harvey,Erwin, ,,,1940,New York,NY,Male,White,U.S. District Court
3481,1394236,Schmehl,Jeffrey,L., ,,,1955,Reading,PA,Male,White,U.S. District Court
2115,1387456,Schnacke,Robert,Howard, ,10,8,1913,San Francisco,CA,Male,White,U.S. District Court
2116,1387461,Schnackenberg,Elmer,Jacob, ,8,22,1889,Indianapolis,IN,Male,White,U.S. Court of Appeals
3078,1392226,Schneider,Michael,H.,Sr.,,,1943,San Antonio,TX,Male,White,U.S. District Court
3451,1394086,Schofield,Lorna,Gail, ,,,1956,Fort Wayne,IN,Female,Asian American,U.S. District Court
2117,1387466,Schofield,William, , ,2,14,1857,Dudley,MA,Male,White,U.S. Circuit Court (1869-1911)
4268601,4268601,Scholer,Karen,Gren,,,,1957,Tokyo,Japan,Female,Asian American,U.S. District Court
2118,1387471,Schoonmaker,Frederic,Palen, ,3,11,1870,Limestone,NY,Male,White,U.S. District Court
